Feature type	Feature name
Cytoplasm	Cytoplasm_Texture_Correlation_Mito_10_0
Cytoplasm	Cytoplasm_Texture_Correlation_Mito_20_0
Cytoplasm	Cytoplasm_Texture_Correlation_Mito_5_0
Cytoplasm	Cytoplasm_Texture_Correlation_RNA_10_0
Cytoplasm	Cytoplasm_Texture_Correlation_RNA_20_0
Cytoplasm	Cytoplasm_Texture_Correlation_RNA_5_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_AGP_10_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_AGP_20_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_AGP_5_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_DNA_10_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_DNA_20_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_DNA_5_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_ER_10_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_ER_20_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_ER_5_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_Mito_10_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_Mito_20_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_Mito_5_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_RNA_10_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_RNA_20_0
Cytoplasm	Cytoplasm_Texture_DifferenceEntropy_RNA_5_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_AGP_10_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_AGP_20_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_AGP_5_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_DNA_10_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_DNA_20_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_DNA_5_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_ER_10_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_ER_20_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_ER_5_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_Mito_10_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_Mito_20_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_Mito_5_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_RNA_10_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_RNA_20_0
Cytoplasm	Cytoplasm_Texture_DifferenceVariance_RNA_5_0
Cytoplasm	Cytoplasm_Texture_Entropy_AGP_10_0
Cytoplasm	Cytoplasm_Texture_Entropy_AGP_20_0
Cytoplasm	Cytoplasm_Texture_Entropy_AGP_5_0
Cytoplasm	Cytoplasm_Texture_Entropy_DNA_10_0
Cytoplasm	Cytoplasm_Texture_Entropy_DNA_20_0
Cytoplasm	Cytoplasm_Texture_Entropy_DNA_5_0
Cytoplasm	Cytoplasm_Texture_Entropy_ER_10_0
Cytoplasm	Cytoplasm_Texture_Entropy_ER_20_0
Cytoplasm	Cytoplasm_Texture_Entropy_ER_5_0
Cytoplasm	Cytoplasm_Texture_Entropy_Mito_10_0
Cytoplasm	Cytoplasm_Texture_Entropy_Mito_20_0
Cytoplasm	Cytoplasm_Texture_Entropy_Mito_5_0
Cytoplasm	Cytoplasm_Texture_Entropy_RNA_10_0
Cytoplasm	Cytoplasm_Texture_Entropy_RNA_20_0
Cytoplasm	Cytoplasm_Texture_Entropy_RNA_5_0
Cytoplasm	Cytoplasm_Texture_Gabor_AGP_10
Cytoplasm	Cytoplasm_Texture_Gabor_AGP_20
Cytoplasm	Cytoplasm_Texture_Gabor_AGP_5
Cytoplasm	Cytoplasm_Texture_Gabor_DNA_10
Cytoplasm	Cytoplasm_Texture_Gabor_DNA_20
Cytoplasm	Cytoplasm_Texture_Gabor_DNA_5
Cytoplasm	Cytoplasm_Texture_Gabor_ER_10
Cytoplasm	Cytoplasm_Texture_Gabor_ER_20
Cytoplasm	Cytoplasm_Texture_Gabor_ER_5
Cytoplasm	Cytoplasm_Texture_Gabor_Mito_10
Cytoplasm	Cytoplasm_Texture_Gabor_Mito_20
Cytoplasm	Cytoplasm_Texture_Gabor_Mito_5
Cytoplasm	Cytoplasm_Texture_Gabor_RNA_10
Cytoplasm	Cytoplasm_Texture_Gabor_RNA_20
Cytoplasm	Cytoplasm_Texture_Gabor_RNA_5
Cytoplasm	Cytoplasm_Texture_InfoMeas1_AGP_10_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_AGP_20_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_AGP_5_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_DNA_10_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_DNA_20_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_DNA_5_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_ER_10_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_ER_20_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_ER_5_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_Mito_10_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_Mito_20_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_Mito_5_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_RNA_10_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_RNA_20_0
Cytoplasm	Cytoplasm_Texture_InfoMeas1_RNA_5_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_AGP_10_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_AGP_20_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_AGP_5_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_DNA_10_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_DNA_20_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_DNA_5_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_ER_10_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_ER_20_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_ER_5_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_Mito_10_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_Mito_20_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_Mito_5_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_RNA_10_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_RNA_20_0
Cytoplasm	Cytoplasm_Texture_InfoMeas2_RNA_5_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_DNA_20_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_DNA_5_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_ER_10_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_ER_20_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_ER_5_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_Mito_10_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_Mito_20_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_Mito_5_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_RNA_10_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_RNA_20_0
Cytoplasm	Cytoplasm_Texture_InverseDifferenceMoment_RNA_5_0
Cytoplasm	Cytoplasm_Texture_SumAverage_AGP_10_0
Cytoplasm	Cytoplasm_Texture_SumAverage_AGP_20_0
Cytoplasm	Cytoplasm_Texture_SumAverage_AGP_5_0
Cytoplasm	Cytoplasm_Texture_SumAverage_DNA_10_0
Cytoplasm	Cytoplasm_Texture_SumAverage_DNA_20_0
Cytoplasm	Cytoplasm_Texture_SumAverage_DNA_5_0
Cytoplasm	Cytoplasm_Texture_SumAverage_ER_10_0
Cytoplasm	Cytoplasm_Texture_SumAverage_ER_20_0
Cytoplasm	Cytoplasm_Texture_SumAverage_ER_5_0
Cytoplasm	Cytoplasm_Texture_SumAverage_Mito_10_0
Cytoplasm	Cytoplasm_Texture_SumAverage_Mito_20_0
Cytoplasm	Cytoplasm_Texture_SumAverage_Mito_5_0
Cytoplasm	Cytoplasm_Texture_SumAverage_RNA_10_0
Cytoplasm	Cytoplasm_Texture_SumAverage_RNA_20_0
Cytoplasm	Cytoplasm_Texture_SumAverage_RNA_5_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_AGP_10_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_AGP_20_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_AGP_5_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_DNA_10_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_DNA_20_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_DNA_5_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_ER_10_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_ER_20_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_ER_5_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_Mito_10_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_Mito_20_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_Mito_5_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_RNA_10_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_RNA_20_0
Cytoplasm	Cytoplasm_Texture_SumEntropy_RNA_5_0
Cytoplasm	Cytoplasm_Texture_SumVariance_AGP_10_0
Cytoplasm	Cytoplasm_Texture_SumVariance_AGP_20_0
Cytoplasm	Cytoplasm_Texture_SumVariance_AGP_5_0
Cytoplasm	Cytoplasm_Texture_SumVariance_DNA_10_0
Cytoplasm	Cytoplasm_Texture_SumVariance_DNA_20_0
Cytoplasm	Cytoplasm_Texture_SumVariance_DNA_5_0
Cytoplasm	Cytoplasm_Texture_SumVariance_ER_10_0
Cytoplasm	Cytoplasm_Texture_SumVariance_ER_20_0
Cytoplasm	Cytoplasm_Texture_SumVariance_ER_5_0
Cytoplasm	Cytoplasm_Texture_SumVariance_Mito_10_0
Cytoplasm	Cytoplasm_Texture_SumVariance_Mito_20_0
Cytoplasm	Cytoplasm_Texture_SumVariance_Mito_5_0
Cytoplasm	Cytoplasm_Texture_SumVariance_RNA_10_0
Cytoplasm	Cytoplasm_Texture_SumVariance_RNA_20_0
Cytoplasm	Cytoplasm_Texture_SumVariance_RNA_5_0
Cytoplasm	Cytoplasm_Texture_Variance_AGP_10_0
Cytoplasm	Cytoplasm_Texture_Variance_AGP_20_0
Cytoplasm	Cytoplasm_Texture_Variance_AGP_5_0
Cytoplasm	Cytoplasm_Texture_Variance_DNA_10_0
Cytoplasm	Cytoplasm_Texture_Variance_DNA_20_0
Cytoplasm	Cytoplasm_Texture_Variance_DNA_5_0
Cytoplasm	Cytoplasm_Texture_Variance_ER_10_0
Cytoplasm	Cytoplasm_Texture_Variance_ER_20_0
Cytoplasm	Cytoplasm_Texture_Variance_ER_5_0
Cytoplasm	Cytoplasm_Texture_Variance_Mito_10_0
Cytoplasm	Cytoplasm_Texture_Variance_Mito_20_0
Cytoplasm	Cytoplasm_Texture_Variance_Mito_5_0
Cytoplasm	Cytoplasm_Texture_Variance_RNA_10_0
Cytoplasm	Cytoplasm_Texture_Variance_RNA_20_0
Cytoplasm	Cytoplasm_Texture_Variance_RNA_5_0
Cells	Cells_AreaShape_Area
Cells	Cells_AreaShape_Center_X
Cells	Cells_AreaShape_Center_Y
Cells	Cells_AreaShape_Compactness
Cells	Cells_AreaShape_Eccentricity
Cells	Cells_AreaShape_EulerNumber
Cells	Cells_AreaShape_Extent
Cells	Cells_AreaShape_FormFactor
Cells	Cells_AreaShape_MajorAxisLength
Cells	Cells_AreaShape_MaxFeretDiameter
Cells	Cells_AreaShape_MaximumRadius
Cells	Cells_AreaShape_MeanRadius
Cells	Cells_AreaShape_MedianRadius
Cells	Cells_AreaShape_MinFeretDiameter
Cells	Cells_AreaShape_MinorAxisLength
Cells	Cells_AreaShape_Orientation
Cells	Cells_AreaShape_Perimeter
Cells	Cells_AreaShape_Solidity
Cells	Cells_AreaShape_Zernike_0_0
Cells	Cells_AreaShape_Zernike_1_1
Cells	Cells_AreaShape_Zernike_2_0
Cells	Cells_AreaShape_Zernike_2_2
Cells	Cells_AreaShape_Zernike_3_1
Cells	Cells_AreaShape_Zernike_3_3
Cells	Cells_AreaShape_Zernike_4_0
Cells	Cells_AreaShape_Zernike_4_2
Cells	Cells_AreaShape_Zernike_4_4
Cells	Cells_AreaShape_Zernike_5_1
Cells	Cells_AreaShape_Zernike_5_3
Cells	Cells_AreaShape_Zernike_5_5
Cells	Cells_AreaShape_Zernike_6_0
Cells	Cells_AreaShape_Zernike_6_2
Cells	Cells_AreaShape_Zernike_6_4
Cells	Cells_AreaShape_Zernike_6_6
Cells	Cells_AreaShape_Zernike_7_1
Cells	Cells_AreaShape_Zernike_7_3
Cells	Cells_AreaShape_Zernike_7_5
Cells	Cells_AreaShape_Zernike_7_7
Cells	Cells_AreaShape_Zernike_8_0
Cells	Cells_AreaShape_Zernike_8_2
Cells	Cells_AreaShape_Zernike_8_4
Cells	Cells_AreaShape_Zernike_8_6
Cells	Cells_AreaShape_Zernike_8_8
Cells	Cells_AreaShape_Zernike_9_1
Cells	Cells_AreaShape_Zernike_9_3
Cells	Cells_AreaShape_Zernike_9_5
Cells	Cells_AreaShape_Zernike_9_7
Cells	Cells_AreaShape_Zernike_9_9
Cells	Cells_Children_Cytoplasm_Count
Cells	Cells_Correlation_Correlation_DNA_AGP
Cells	Cells_Correlation_Correlation_DNA_ER
Cells	Cells_Correlation_Correlation_DNA_Mito
Cells	Cells_Correlation_Correlation_DNA_RNA
Cells	Cells_Correlation_Correlation_ER_AGP
Cells	Cells_Correlation_Correlation_ER_RNA
Cells	Cells_Correlation_Correlation_Mito_AGP
Cells	Cells_Correlation_Correlation_Mito_ER
Cells	Cells_Correlation_Correlation_Mito_RNA
Cells	Cells_Correlation_Correlation_RNA_AGP
Cells	Cells_Correlation_Costes_AGP_DNA
Cells	Cells_Correlation_Costes_AGP_ER
Cells	Cells_Correlation_Costes_AGP_Mito
Cells	Cells_Correlation_Costes_AGP_RNA
Cells	Cells_Correlation_Costes_DNA_AGP
Cells	Cells_Correlation_Costes_DNA_ER
Cells	Cells_Correlation_Costes_DNA_Mito
Cells	Cells_Correlation_Costes_DNA_RNA
Cells	Cells_Correlation_Costes_ER_AGP
Cells	Cells_Correlation_Costes_ER_DNA
Cells	Cells_Correlation_Costes_ER_Mito
Cells	Cells_Correlation_Costes_ER_RNA
Cells	Cells_Correlation_Costes_Mito_AGP
Cells	Cells_Correlation_Costes_Mito_DNA
Cells	Cells_Correlation_Costes_Mito_ER
Cells	Cells_Correlation_Costes_Mito_RNA
Cells	Cells_Correlation_Costes_RNA_AGP
Cells	Cells_Correlation_Costes_RNA_DNA
Cells	Cells_Correlation_Costes_RNA_ER
Cells	Cells_Correlation_Costes_RNA_Mito
Cells	Cells_Correlation_K_AGP_DNA
Cells	Cells_Correlation_K_AGP_ER
Cells	Cells_Correlation_K_AGP_Mito
Cells	Cells_Correlation_K_AGP_RNA
Cells	Cells_Correlation_K_DNA_AGP
Cells	Cells_Correlation_K_DNA_ER
Cells	Cells_Correlation_K_DNA_Mito
Cells	Cells_Correlation_K_DNA_RNA
Cells	Cells_Correlation_K_ER_AGP
Cells	Cells_Correlation_K_ER_DNA
Cells	Cells_Correlation_K_ER_Mito
Cells	Cells_Correlation_K_ER_RNA
Cells	Cells_Correlation_K_Mito_AGP
Cells	Cells_Correlation_K_Mito_DNA
Cells	Cells_Correlation_K_Mito_ER
Cells	Cells_Correlation_K_Mito_RNA
Cells	Cells_Correlation_K_RNA_AGP
Cells	Cells_Correlation_K_RNA_DNA
Cells	Cells_Correlation_K_RNA_ER
Cells	Cells_Correlation_K_RNA_Mito
Cells	Cells_Correlation_Manders_AGP_DNA
Cells	Cells_Correlation_Manders_AGP_ER
Cells	Cells_Correlation_Manders_AGP_Mito
Cells	Cells_Correlation_Manders_AGP_RNA
Cells	Cells_Correlation_Manders_DNA_AGP
Cells	Cells_Correlation_Manders_DNA_ER
Cells	Cells_Correlation_Manders_DNA_Mito
Cells	Cells_Correlation_Manders_DNA_RNA
Cells	Cells_Correlation_Manders_ER_AGP
Cells	Cells_Correlation_Manders_ER_DNA
Cells	Cells_Correlation_Manders_ER_Mito
Cells	Cells_Correlation_Manders_ER_RNA
Cells	Cells_Correlation_Manders_Mito_AGP
Cells	Cells_Correlation_Manders_Mito_DNA
Cells	Cells_Correlation_Manders_Mito_ER
Cells	Cells_Correlation_Manders_Mito_RNA
Cells	Cells_Correlation_Manders_RNA_AGP
Cells	Cells_Correlation_Manders_RNA_DNA
Cells	Cells_Correlation_Manders_RNA_ER
Cells	Cells_Correlation_Manders_RNA_Mito
Cells	Cells_Correlation_Overlap_DNA_AGP
Cells	Cells_Correlation_Overlap_DNA_ER
Cells	Cells_Correlation_Overlap_DNA_Mito
Cells	Cells_Correlation_Overlap_DNA_RNA
Cells	Cells_Correlation_Overlap_ER_AGP
Cells	Cells_Correlation_Overlap_ER_RNA
Cells	Cells_Correlation_Overlap_Mito_AGP
Cells	Cells_Correlation_Overlap_Mito_ER
Cells	Cells_Correlation_Overlap_Mito_RNA
Cells	Cells_Correlation_Overlap_RNA_AGP
Cells	Cells_Correlation_RWC_AGP_DNA
Cells	Cells_Correlation_RWC_AGP_ER
Cells	Cells_Correlation_RWC_AGP_Mito
Cells	Cells_Correlation_RWC_AGP_RNA
Cells	Cells_Correlation_RWC_DNA_AGP
Cells	Cells_Correlation_RWC_DNA_ER
Cells	Cells_Correlation_RWC_DNA_Mito
Cells	Cells_Correlation_RWC_DNA_RNA
Cells	Cells_Correlation_RWC_ER_AGP
Cells	Cells_Correlation_RWC_ER_DNA
Cells	Cells_Correlation_RWC_ER_Mito
Cells	Cells_Correlation_RWC_ER_RNA
Cells	Cells_Correlation_RWC_Mito_AGP
Cells	Cells_Correlation_RWC_Mito_DNA
Cells	Cells_Correlation_RWC_Mito_ER
Cells	Cells_Correlation_RWC_Mito_RNA
Cells	Cells_Correlation_RWC_RNA_AGP
Cells	Cells_Correlation_RWC_RNA_DNA
Cells	Cells_Correlation_RWC_RNA_ER
Cells	Cells_Correlation_RWC_RNA_Mito
Cells	Cells_Granularity_10_AGP
Cells	Cells_Granularity_10_ER
Cells	Cells_Granularity_10_Mito
Cells	Cells_Granularity_10_RNA
Cells	Cells_Granularity_11_AGP
Cells	Cells_Granularity_11_ER
Cells	Cells_Granularity_11_Mito
Cells	Cells_Granularity_11_RNA
Cells	Cells_Granularity_12_AGP
Cells	Cells_Granularity_12_ER
Cells	Cells_Granularity_12_Mito
Cells	Cells_Granularity_12_RNA
Cells	Cells_Granularity_13_AGP
Cells	Cells_Granularity_13_ER
Cells	Cells_Granularity_13_Mito
Cells	Cells_Granularity_13_RNA
Cells	Cells_Granularity_14_AGP
Cells	Cells_Granularity_14_ER
Cells	Cells_Granularity_14_Mito
Cells	Cells_Granularity_14_RNA
Cells	Cells_Granularity_15_AGP
Cells	Cells_Granularity_15_ER
Cells	Cells_Granularity_15_Mito
Cells	Cells_Granularity_15_RNA
Cells	Cells_Granularity_16_AGP
Cells	Cells_Granularity_16_ER
Cells	Cells_Granularity_16_Mito
Cells	Cells_Granularity_16_RNA
Cells	Cells_Granularity_1_AGP
Cells	Cells_Granularity_1_ER
Cells	Cells_Granularity_1_Mito
Cells	Cells_Granularity_1_RNA
Cells	Cells_Granularity_2_AGP
Cells	Cells_Granularity_2_ER
Cells	Cells_Granularity_2_Mito
Cells	Cells_Granularity_2_RNA
Cells	Cells_Granularity_3_AGP
Cells	Cells_Granularity_3_ER
Cells	Cells_Granularity_3_Mito
Cells	Cells_Granularity_3_RNA
Cells	Cells_Granularity_4_AGP
Cells	Cells_Granularity_4_ER
Cells	Cells_Granularity_4_Mito
Cells	Cells_Granularity_4_RNA
Cells	Cells_Granularity_5_AGP
Cells	Cells_Granularity_5_ER
Cells	Cells_Granularity_5_Mito
Cells	Cells_Granularity_5_RNA
Cells	Cells_Granularity_6_AGP
Cells	Cells_Granularity_6_ER
Cells	Cells_Granularity_6_Mito
Cells	Cells_Granularity_6_RNA
Cells	Cells_Granularity_7_AGP
Cells	Cells_Granularity_7_ER
Cells	Cells_Granularity_7_Mito
Cells	Cells_Granularity_7_RNA
Cells	Cells_Granularity_8_AGP
Cells	Cells_Granularity_8_ER
Cells	Cells_Granularity_8_Mito
Cells	Cells_Granularity_8_RNA
Cells	Cells_Granularity_9_AGP
Cells	Cells_Granularity_9_ER
Cells	Cells_Granularity_9_Mito
Cells	Cells_Granularity_9_RNA
Cells	Cells_Intensity_IntegratedIntensityEdge_AGP
Cells	Cells_Intensity_IntegratedIntensityEdge_DNA
Cells	Cells_Intensity_IntegratedIntensityEdge_ER
Cells	Cells_Intensity_IntegratedIntensityEdge_Mito
Cells	Cells_Intensity_IntegratedIntensityEdge_RNA
Cells	Cells_Intensity_IntegratedIntensity_AGP
Cells	Cells_Intensity_IntegratedIntensity_DNA
Cells	Cells_Intensity_IntegratedIntensity_ER
Cells	Cells_Intensity_IntegratedIntensity_Mito
Cells	Cells_Intensity_IntegratedIntensity_RNA
Cells	Cells_Intensity_LowerQuartileIntensity_AGP
Cells	Cells_Intensity_LowerQuartileIntensity_DNA
Cells	Cells_Intensity_LowerQuartileIntensity_ER
Cells	Cells_Intensity_LowerQuartileIntensity_Mito
Cells	Cells_Intensity_LowerQuartileIntensity_RNA
Cells	Cells_Intensity_MADIntensity_AGP
Cells	Cells_Intensity_MADIntensity_DNA
Cells	Cells_Intensity_MADIntensity_ER
Cells	Cells_Intensity_MADIntensity_Mito
Cells	Cells_Intensity_MADIntensity_RNA
Cells	Cells_Intensity_MassDisplacement_AGP
Cells	Cells_Intensity_MassDisplacement_DNA
Cells	Cells_Intensity_MassDisplacement_ER
Cells	Cells_Intensity_MassDisplacement_Mito
Cells	Cells_Intensity_MassDisplacement_RNA
Cells	Cells_Intensity_MaxIntensityEdge_AGP
Cells	Cells_Intensity_MaxIntensityEdge_DNA
Cells	Cells_Intensity_MaxIntensityEdge_ER
Cells	Cells_Intensity_MaxIntensityEdge_Mito
Cells	Cells_Intensity_MaxIntensityEdge_RNA
Cells	Cells_Intensity_MaxIntensity_AGP
Cells	Cells_Intensity_MaxIntensity_DNA
Cells	Cells_Intensity_MaxIntensity_ER
Cells	Cells_Intensity_MaxIntensity_Mito
Cells	Cells_Intensity_MaxIntensity_RNA
Cells	Cells_Intensity_MeanIntensityEdge_AGP
Cells	Cells_Intensity_MeanIntensityEdge_DNA
Cells	Cells_Intensity_MeanIntensityEdge_ER
Cells	Cells_Intensity_MeanIntensityEdge_Mito
Cells	Cells_Intensity_MeanIntensityEdge_RNA
Cells	Cells_Intensity_MeanIntensity_AGP
Cells	Cells_Intensity_MeanIntensity_DNA
Cells	Cells_Intensity_MeanIntensity_ER
Cells	Cells_Intensity_MeanIntensity_Mito
Cells	Cells_Intensity_MeanIntensity_RNA
Cells	Cells_Intensity_MedianIntensity_AGP
Cells	Cells_Intensity_MedianIntensity_DNA
Cells	Cells_Intensity_MedianIntensity_ER
Cells	Cells_Intensity_MedianIntensity_Mito
Cells	Cells_Intensity_MedianIntensity_RNA
Cells	Cells_Intensity_MinIntensityEdge_AGP
Cells	Cells_Intensity_MinIntensityEdge_DNA
Cells	Cells_Intensity_MinIntensityEdge_ER
Cells	Cells_Intensity_MinIntensityEdge_Mito
Cells	Cells_Intensity_MinIntensityEdge_RNA
Cells	Cells_Intensity_MinIntensity_AGP
Cells	Cells_Intensity_MinIntensity_DNA
Cells	Cells_Intensity_MinIntensity_ER
Cells	Cells_Intensity_MinIntensity_Mito
Cells	Cells_Intensity_MinIntensity_RNA
Cells	Cells_Intensity_StdIntensityEdge_AGP
Cells	Cells_Intensity_StdIntensityEdge_DNA
Cells	Cells_Intensity_StdIntensityEdge_ER
Cells	Cells_Intensity_StdIntensityEdge_Mito
Cells	Cells_Intensity_StdIntensityEdge_RNA
Cells	Cells_Intensity_StdIntensity_AGP
Cells	Cells_Intensity_StdIntensity_DNA
Cells	Cells_Intensity_StdIntensity_ER
Cells	Cells_Intensity_StdIntensity_Mito
